,Incident Datetime,Incident Description,Analysis Neighborhood,Intersection,Latitude,Longitude
220923,2019/05/11 08:00:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,PINE ST \ FILLMORE ST,37.78795027159103,-122.43364712515258
220934,2019/05/11 09:00:00 PM,"Vehicle, Stolen, Auto",Mission,BARTLETT ST \ 21ST ST,37.7569686010414,-122.42001109885577
220940,2019/05/12 01:00:00 AM,"Vehicle, Stolen, Auto",Lone Mountain/USF,TURK BLVD \ ARBOL LN \ LYON ST,37.77903801782764,-122.44369911129915
220942,2019/05/10 05:00:00 PM,"Vehicle, Stolen, Auto",Oceanview/Merced/Ingleside,19TH AVE \ BEVERLY ST \ RANDOLPH ST \ SARGENT ST,37.71612607065799,-122.47157204610089
220943,2019/05/10 09:30:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,CUMBERLAND ST \ END,37.758641097140114,-122.43225057808606
220944,2019/05/11 06:00:00 PM,"Vehicle, Stolen, Truck",Excelsior,LA GRANDE AVE \ BRAZIL AVE,37.720232585702476,-122.42547935385164
220953,2019/05/12 01:30:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,KISKA RD \ REARDON RD,37.73001582656698,-122.3772026141149
220963,2019/05/12 01:30:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,KISKA RD \ REARDON RD,37.73001582656698,-122.3772026141149
220968,2019/05/11 11:30:00 PM,"Vehicle, Stolen, Auto",Bernal Heights,MISSION ST \ COLLEGE AVE \ CRESCENT AVE,37.735369869698154,-122.42470256281635
220994,2019/05/05 03:00:00 PM,"Vehicle, Stolen, Truck",Outer Richmond,FULTON ST \ 24TH AVE,37.77261802371279,-122.48311912279341
221007,2019/05/09 11:00:00 PM,"Vehicle, Stolen, Truck",Tenderloin,GEARY ST \ HYDE ST,37.78631021732119,-122.41644912401848
221010,2019/05/12 10:00:00 AM,"Vehicle, Stolen, Motorcycle",Hayes Valley,FILLMORE ST \ FELL ST,37.774902830394026,-122.43101153953138
221029,2019/05/12 07:00:00 AM,"Vehicle, Stolen, Auto",Financial District/South Beach,POWELL ST \ POST ST,37.788293192828824,-122.4084015519847
221033,2019/05/12 05:00:00 PM,"Vehicle, Stolen & Recovered",Bayview Hunters Point,QUESADA AVE \ INGALLS ST,37.72911170187253,-122.38399374989272
221039,2019/05/07 06:30:00 PM,"Vehicle, Stolen, Auto",Nob Hill,CALIFORNIA ST \ LEAVENWORTH ST,37.791206308013436,-122.41575019861662
221045,2019/05/12 05:00:00 PM,"Vehicle, Stolen, Auto",Lakeshore,FORT FUNSTON RD \ SKYLINE BLVD,37.71369412498646,-122.49835701845458
221046,2019/05/12 05:24:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,GALVEZ AVE \ MENDELL ST,37.739609015794265,-122.38583453991279
221055,2019/05/12 07:00:00 AM,"Vehicle, Stolen, Auto",Sunset/Parkside,21ST AVE \ SLOAT BLVD,37.73461766159291,-122.47708083061016
221066,2019/05/12 12:00:00 AM,"Vehicle, Stolen, Auto",Japantown,SUTTER ST \ BRODERICK ST,37.785035898380386,-122.44153717409976
221078,2019/05/11 09:45:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,31ST AVE \ IRVING ST,37.762995165171155,-122.48998391136116
221112,2019/05/11 04:30:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,31ST AVE \ ORTEGA ST,37.751806868431466,-122.4891935697917
221114,2019/05/09 04:00:00 PM,"Vehicle, Stolen, Motorcycle",Pacific Heights,FRANKLIN ST \ WASHINGTON ST,37.79284141338079,-122.42451795190823
221119,2019/05/12 10:40:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,25TH ST \ DAKOTA ST \ TEXAS ST,37.752426800122734,-122.39458697893758
221161,2019/05/13 04:10:00 AM,"Vehicle, Stolen, Auto",Mission,CESAR CHAVEZ ST \ CESAR CHAVEZ ON RAMP \ HAMPSHIRE ST,37.748766478151396,-122.40675777824627
221165,2019/05/03 01:30:00 AM,"Vehicle, Stolen, Auto",Sunset/Parkside,46TH AVE \ JUDAH ST,37.760424426503896,-122.50592811171158
221176,2019/05/11 12:00:00 PM,"Vehicle, Stolen, Truck",Excelsior,RUSSIA AVE \ NAPLES ST,37.719298461387545,-122.43238518772586
221310,2019/05/06 04:00:00 PM,"Vehicle, Stolen, Motorcycle",Lakeshore,UNNAMED 088 \ CAMBON DR \ CASTELO AVE,37.71750748485157,-122.47438270575199
221326,2019/05/13 06:30:00 AM,"Vehicle, Stolen, Auto",Haight Ashbury,BAKER ST \ BUENA VISTA AVE \ HAIGHT ST,37.770847433967646,-122.44035770593105
221373,2019/04/27 02:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,WILLIAMS AVE \ NEPTUNE ST,37.72990988256753,-122.39717687851248
221384,2019/05/13 11:00:00 AM,"Vehicle, Stolen, Auto",Castro/Upper Market,15TH ST \ LANDERS ST,37.766194222958134,-122.42775734905895
221396,2019/05/13 01:30:00 PM,"Vehicle, Stolen, Auto",Mission,OTIS ST \ BRADY ST,37.77230320284353,-122.41967183064224
221411,2019/05/12 10:00:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,ASHTON AVE \ HOLLOWAY AVE,37.72182779359159,-122.46226548833442
221532,2019/05/13 04:00:00 PM,"Vehicle, Stolen, Other Vehicle",North Beach,KEARNY ST \ FRANCISCO ST,37.805494467998535,-122.40695663340358
221700,2019/05/13 06:30:00 PM,"Vehicle, Stolen, Auto",Mission,VERMONT ST \ 23RD ST,37.754453829355505,-122.403523103899
221712,2019/05/13 09:30:00 PM,"Vehicle, Stolen, Auto",Outer Mission,OCEAN AVE \ MISSION ST,37.723909402391904,-122.43538508691313
221717,2019/05/13 09:00:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,PACIFIC AVE \ GOUGH ST,37.79439754711192,-122.42651400246149
221719,2019/05/13 03:00:00 PM,"Vehicle, Stolen & Recovered",Noe Valley,ALVARADO ST \ SANCHEZ ST,37.753956869938605,-122.42988444026605
221733,2019/05/12 07:00:00 PM,"Vehicle, Stolen, Auto",Russian Hill,NORTH POINT ST \ LARKIN ST,37.80549664761133,-122.4220068226566
221739,2019/05/13 10:00:00 PM,"Vehicle, Stolen, Truck",Bernal Heights,FOLSOM ST \ PRECITA AVE,37.74717101922593,-122.41357113302529
221765,2019/05/14 09:40:00 AM,"Vehicle, Stolen & Recovered",Castro/Upper Market,17TH ST \ DIAMOND ST,37.762354746519996,-122.43734236960016
221823,2019/04/25 02:30:00 PM,"Vehicle, Stolen, Motorcycle",Russian Hill,UNION ST \ LARKIN ST,37.79897105582768,-122.42068880256538
221854,2019/05/14 03:58:00 PM,"Vehicle, Stolen, Auto",Western Addition,PIERCE ST \ MCALLISTER ST,37.77821277086995,-122.43505239147957
221870,2019/05/14 12:15:00 AM,"Vehicle, Stolen, Auto",Noe Valley,26TH ST \ DIAMOND ST,37.747962999781706,-122.43598980630732
221895,2019/05/10 12:00:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,YOSEMITE AVE \ INGALLS ST,37.724729109115316,-122.3879304959651
221910,2019/05/09 09:15:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,QUESADA AVE \ JENNINGS ST,37.73016676314128,-122.38585274114044
221920,2019/05/12 04:00:00 PM,"Vehicle, Stolen, Auto",Portola,SILVER AVE \ SAN BRUNO AVE,37.7324386568328,-122.40560754920037
221937,2019/05/10 04:30:00 PM,"Vehicle, Stolen, Motorcycle",Russian Hill,GREENWICH ST \ LARKIN ST,37.80083380935713,-122.42106330054844
221972,2018/05/10 02:00:00 PM,"Vehicle, Stolen, Motorcycle",Golden Gate Park,FULTON ST \ WILLARD ST,37.774554711289056,-122.4562836414934
222003,2019/05/15 12:17:00 AM,"Vehicle, Stolen, Auto",Hayes Valley,FRANKLIN ST \ FELL ST,37.77615876396203,-122.42114842518585
222122,2019/05/15 06:00:00 AM,"Vehicle, Stolen, Auto",Mission,VALENCIA ST \ MARKET ST,37.77250281646585,-122.42261969178955
222123,2019/05/14 06:00:00 PM,"Vehicle, Stolen, Truck",Pacific Heights,WEBSTER ST \ PINE ST,37.788159073918315,-122.43200332646653
222132,2019/05/15 06:30:00 AM,"Vehicle, Stolen, Auto",Lakeshore,20TH AVE \ WINSTON DR,37.72694991292525,-122.47603947349434
222134,2019/05/14 11:00:00 AM,"Vehicle, Stolen, Motorcycle",Potrero Hill,MISSOURI ST \ SIERRA ST,37.75829496713925,-122.39608874127985
222142,2019/05/14 07:00:00 PM,"Vehicle, Stolen, Truck",Castro/Upper Market,18TH ST \ SANCHEZ ST,37.76115547557552,-122.4305735690657
222153,2019/05/14 06:00:00 PM,"Vehicle, Stolen, Auto",,,,
222156,2019/05/14 10:00:00 PM,"Vehicle, Stolen, Auto",Bernal Heights,MARSILY ST \ SAINT MARYS AVE,37.734507326431505,-122.42740101460274
222261,2019/05/12 06:30:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,36TH AVE \ JUDAH ST,37.760897669004315,-122.49521332591604
222302,2019/05/09 07:30:00 PM,"Vehicle, Stolen, Auto",Western Addition,FULTON ST \ BRODERICK ST,37.776644006389425,-122.43984423759115
222326,2019/05/14 07:00:00 PM,"Vehicle, Stolen, Truck",Bernal Heights,BANKS ST \ OGDEN AVE,37.735857347701895,-122.41296403714098
222411,2019/05/14 10:30:00 PM,"Vehicle, Stolen & Recovered",Potrero Hill,MISSOURI ST \ 20TH ST,37.76002569088861,-122.39628388417201
222430,2019/05/16 03:30:00 AM,"Vehicle, Stolen, Other Vehicle",Bayview Hunters Point,03RD ST \ GALVEZ AVE,37.74110763100082,-122.38847589500469
222483,2019/05/14 04:00:00 PM,"Vehicle, Stolen, Truck",Sunset/Parkside,20TH AVE \ IRVING ST,37.76351475721804,-122.4781908269142
222485,2019/05/15 05:00:00 PM,"Vehicle, Stolen, Auto",Mission,WIESE ST \ 15TH ST,37.7666245156216,-122.42063784502452
222497,2019/05/15 05:00:00 PM,"Vehicle, Stolen, Auto",Outer Mission,LIEBIG ST \ DE LONG ST \ SAN JOSE AVE,37.709539891678034,-122.45767030673143
222512,2019/05/03 09:00:00 PM,"Vehicle, Stolen & Recovered",West of Twin Peaks,SYDNEY WAY \ FOWLER AVE \ PORTOLA DR,37.74459289489258,-122.45336484271765
222529,2019/03/02 12:00:00 PM,"Vehicle, Stolen & Recovered",Potrero Hill,25TH ST \ LITTLEFIELD TER,37.75204364593942,-122.3988303662472
222552,2019/05/03 09:00:00 PM,"Vehicle, Stolen & Recovered",West of Twin Peaks,SYDNEY WAY \ FOWLER AVE \ PORTOLA DR,37.74459289489258,-122.45336484271765
222575,2019/05/03 10:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,NEWHALL ST \ MENDELL ST,37.74237875090492,-122.38385037661995
222644,2019/05/16 01:45:00 AM,"Vehicle, Stolen, Auto",Haight Ashbury,FREDERICK ST \ ASHBURY ST,37.76722025519877,-122.44636926042476
222709,2019/05/16 07:00:00 PM,"Vehicle, Stolen, Auto",Financial District/South Beach,MAIN ST \ MARKET ST,37.79309708139333,-122.39650448774395
222762,2019/05/17 08:00:00 AM,"Vehicle, Stolen, Motorcycle",,,,
222809,2019/05/16 06:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,GRIFFITH ST \ FITZGERALD AVE,37.71876049748721,-122.3876613345597
222811,2019/05/16 08:00:00 AM,"Vehicle, Stolen, Truck",Russian Hill,CLAY ST \ LARKIN ST,37.79259308227565,-122.41940178531726
222819,2019/05/16 06:27:00 AM,"Vehicle, Stolen & Recovered",Mission Bay,DAGGETT ST \ 07TH ST,37.76716595597136,-122.39582644128664
222839,2019/05/17 09:20:00 AM,"Vehicle, Stolen, Truck",Nob Hill,SUTTER ST \ LARKIN ST,37.78796628491065,-122.41846502787442
222876,2019/05/17 12:38:00 PM,"Vehicle, Stolen, Other Vehicle",Bayview Hunters Point,OAKDALE AVE \ RANKIN ST,37.73884664690457,-122.3978095470368
222878,2019/05/16 09:30:00 PM,"Vehicle, Stolen, Auto",Outer Richmond,29TH AVE \ CLEMENT ST,37.78182501302525,-122.48915697426287
222893,2019/05/16 06:00:00 PM,"Vehicle, Stolen, Motorcycle",Nob Hill,JONES ST \ BUSH ST,37.789529316514844,-122.41372838950014
222962,2019/05/14 09:00:00 PM,"Vehicle, Stolen, Motorcycle",Nob Hill,FERN ST \ LARKIN ST,37.788432342529575,-122.41855931623941
223060,2019/05/17 07:07:00 AM,"Vehicle, Stolen, Auto",Outer Richmond,29TH AVE \ CLEMENT ST,37.78182501302525,-122.48915697426287
223069,2019/05/16 11:00:00 AM,"Vehicle, Stolen, Auto",South of Market,HARRISON ST \ GORDON ST,37.77283775646927,-122.40968304216152
223104,2019/05/17 09:00:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,18TH ST \ CASTRO ST,37.760888932091525,-122.43500070269909
223133,2019/05/16 09:00:00 PM,"Vehicle, Stolen, Auto",Tenderloin,08TH ST \ GROVE ST \ HYDE ST \ MARKET ST,37.77871942789032,-122.4147412230519
223201,2019/05/18 03:00:00 AM,"Vehicle, Stolen, Auto",Oceanview/Merced/Ingleside,SHIELDS ST \ HEAD ST,37.71792410140692,-122.46443986141328
223203,2019/05/17 11:00:00 PM,"Vehicle, Stolen, Auto",Mission,VALENCIA ST \ 26TH ST,37.748906530009776,-122.42035371212135
223207,2019/05/17 11:59:00 AM,"Vehicle, Stolen, Motorcycle",Western Addition,GEARY BLVD \ GOUGH ST \ PETER YORKE WAY \ STARR KING WAY,37.78533462120922,-122.42468704147801
223212,2019/05/17 06:00:00 PM,"Vehicle, Stolen, Auto",Lakeshore,CAMBON DR \ FONT BLVD,37.715895867969536,-122.47444642932044
223219,2019/05/17 09:30:00 PM,"Vehicle, Stolen, Auto",Portola,COLBY ST \ SILLIMAN ST,37.72891511528458,-122.41397072591572
223231,2019/05/18 01:22:00 AM,"Vehicle, Stolen & Recovered",Castro/Upper Market,BEAVER ST \ 15TH ST,37.76585986454325,-122.43706658668499
223232,2019/05/16 02:00:00 PM,"Vehicle, Stolen, Auto",Japantown,SUTTER ST \ BAKER ST,37.784826684796045,-122.443182553631
223234,2019/04/05 01:45:00 PM,"Vehicle, Stolen, Auto",Tenderloin,ELWOOD ST \ MASON ST,37.786658873301924,-122.40977511008914
223258,2019/05/17 07:00:00 PM,"Vehicle, Stolen, Motorcycle",Nob Hill,TAYLOR ST \ SUTTER ST,37.78880754257507,-122.41188565874673
223260,2019/04/20 03:53:00 PM,"Vehicle, Stolen, Auto",Tenderloin,ELWOOD ST \ MASON ST,37.786658873301924,-122.40977511008914
223265,2019/05/17 10:00:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,19TH AVE \ RIVERA ST,37.74678203639273,-122.47590202152121
223273,2019/05/18 10:00:00 AM,"Vehicle, Stolen, Motorcycle",Tenderloin,VAN NESS AVE \ ALICE B TOKLAS PL,37.7852326274979,-122.42121645936335
223279,2019/05/18 01:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,TOCOLOMA AVE \ BLANKEN AVE,37.71140425446126,-122.39820445776351
223314,2019/05/11 06:00:00 AM,"Vehicle, Stolen, Motorcycle",Nob Hill,JONES ST \ CLAY ST,37.793223145237825,-122.41447007514856
223340,2019/05/17 11:59:00 PM,"Vehicle, Stolen, Auto",Outer Mission,SAINT MARYS AVE \ COLLEGE AVE,37.73469389755032,-122.42783880404338
223386,2019/04/28 03:44:00 PM,"Vehicle, Stolen, Auto",Outer Mission,GENEVA AVE \ SAN JOSE AVE,37.720724223163145,-122.44660865130831
223390,2019/05/15 10:45:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,OAKDALE AVE \ BALDWIN CT,37.72948884585572,-122.3813991223975
223423,2019/05/18 09:56:00 PM,"Vehicle, Stolen, Auto",Tenderloin,POLK ST \ ALICE B TOKLAS PL \ MYRTLE ST,37.78543303506925,-122.41963899044028
223455,2019/05/19 01:00:00 AM,"Vehicle, Stolen, Auto",Mission,ALAMEDA ST \ SAN BRUNO AVE,37.768473390108205,-122.40582756374106
223458,2019/05/19 12:30:00 AM,"Vehicle, Stolen, Auto",Financial District/South Beach,ELLIS ST \ POWELL ST,37.78549155926893,-122.40785252141458
223471,2019/05/19 04:30:00 AM,"Vehicle, Stolen, Truck",North Beach,TAYLOR ST \ JEFFERSON ST,37.80821405292514,-122.41580242607431
223483,2019/05/17 05:50:00 AM,"Vehicle, Stolen, Auto",Excelsior,STONEYBROOK AVE \ GLADSTONE DR,37.72926199041675,-122.42250335426388
223648,2019/05/18 05:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,ARMSTRONG AVE \ KEITH ST,37.72622241965958,-122.39223549675431
223665,2019/05/14 06:15:00 PM,"Vehicle, Stolen, Auto",,,,
223686,2019/05/15 10:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,GREAT HWY \ KIRKHAM ST \ LA PLAYA,37.758414452706255,-122.50911129148426
223688,2019/05/18 10:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,NEWHALL ST \ HUDSON AVE,37.74004455201744,-122.38827307850077
223696,2019/05/15 07:00:00 AM,"Vehicle, Stolen, Motorcycle",Excelsior,EXCELSIOR AVE \ INA CT \ MUNICH ST,37.722435379782695,-122.42564957754713
223697,2019/05/17 07:00:00 PM,"Vehicle, Stolen & Recovered",Bayview Hunters Point,ESPANOLA ST \ ROSIE LEE LN,37.73170169752797,-122.37968366741316
223715,2019/05/19 12:00:00 AM,"Vehicle, Stolen, Auto",Mission,SOUTH VAN NESS AVE \ PLUM ST,37.770876469287494,-122.41802892099079
223727,2019/05/19 11:30:00 AM,"Vehicle, Stolen, Auto",Outer Richmond,FULTON ST \ 41ST AVE,37.77178741200465,-122.50132771158778
223774,2019/05/18 10:00:00 PM,"Vehicle, Stolen, Other Vehicle",Castro/Upper Market,20TH ST \ HARTFORD ST,37.75775352036344,-122.43359109360671
223792,2019/05/18 03:00:00 PM,"Vehicle, Stolen, Auto",Haight Ashbury,SCOTT ST \ HAIGHT ST,37.771479483624994,-122.43537298394878
223836,2019/05/17 08:00:00 PM,"Vehicle, Stolen, Auto",Tenderloin,ELLIS ST \ TAYLOR ST,37.78507459557097,-122.41113980219616
223837,2019/05/19 05:30:00 PM,"Vehicle, Stolen, Truck",Tenderloin,ELLIS ST \ JONES ST,37.784866244538705,-122.41278212939852
223985,2019/05/20 06:30:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,OAKDALE AVE \ PHELPS ST,37.7367286511018,-122.39409283421111
224006,2019/05/19 06:30:00 PM,"Vehicle, Stolen, Auto",Hayes Valley,FRANKLIN ST \ GROVE ST,37.778020759809216,-122.42152069939276
224040,2019/05/08 04:30:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,03RD ST \ 25TH ST,37.7528356110411,-122.38775628177878
224043,2019/05/19 09:30:00 PM,"Vehicle, Stolen, Other Vehicle",Sunset/Parkside,37TH AVE \ JUDAH ST,37.76085043259037,-122.49628381452992
224048,2019/05/19 11:10:00 PM,"Vehicle, Stolen, Truck",Tenderloin,ELLIS ST \ JONES ST,37.784866244538705,-122.41278212939852
224174,2019/05/16 06:15:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,BUSH ST \ BUCHANAN ST,37.787440824364865,-122.43016838316078
224186,2019/05/16 04:45:00 PM,"Vehicle, Stolen, Truck",Bernal Heights,POWHATTAN AVE \ CARVER ST,37.74134779550885,-122.41009935838154
224222,2019/05/16 03:00:00 PM,"Vehicle, Stolen, Auto",Presidio Heights,BUSH ST \ BAKER ST,37.78575857610071,-122.44337028302894
224263,2019/05/16 12:00:00 PM,"Vehicle, Stolen & Recovered",Portola,OLMSTEAD ST \ COLBY ST,37.72051163154314,-122.41048562551089
224273,2019/05/20 06:30:00 PM,"Vehicle, Stolen, Auto",Noe Valley,AMBER DR \ AMETHYST WAY,37.74609380196642,-122.44519677014375
224281,2019/05/20 05:30:00 PM,"Vehicle, Stolen, Motorcycle",South of Market,ZOE ST \ BRYANT ST,37.78052716009133,-122.3968458230064
224299,2019/05/10 04:00:00 PM,"Vehicle, Stolen, Auto",Glen Park,BEACON ST \ HARRY ST,37.73980304059896,-122.4317591564682
224332,2019/05/20 06:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,27TH AVE \ IRVING ST,37.76318409626384,-122.48569889193027
224550,2019/05/20 09:00:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,TURK BLVD \ BAKER ST \ TURK ST,37.77924402965221,-122.44205331083748
224552,2019/05/20 03:00:00 PM,"Vehicle, Stolen, Auto",Hayes Valley,GROVE ST \ SCOTT ST,37.7761378357141,-122.43631814430701
224558,2019/05/21 12:08:00 PM,"Vehicle, Stolen, Auto",Nob Hill,TAYLOR ST \ BUSH ST,37.78973990611221,-122.41207586899405
224579,2019/05/21 11:00:00 AM,"Vehicle, Stolen & Recovered",Pacific Heights,STEINER ST \ WASHINGTON ST,37.791382999007894,-122.4360263922946
224674,2019/05/19 10:00:00 AM,"Vehicle, Stolen, Auto",Outer Richmond,GEARY BLVD \ 30TH AVE,37.7798398329365,-122.49009658005659
224679,2019/05/20 08:20:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,ULLOA ST \ 29TH AVE,37.740710693070156,-122.48627949452904
224709,2019/05/21 07:30:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,GEARY BLVD \ PRESIDIO AVE,37.782488031626265,-122.44582051290121
224719,2019/05/21 12:30:00 PM,"Vehicle, Stolen, Auto",Mission Bay,TERRY A FRANCOIS BLVD \ MISSION BAY BLVD,37.77128756910586,-122.38657697174543
224766,2019/05/21 10:40:00 PM,"Vehicle, Stolen & Recovered",Portola,UNIVERSITY ST \ BURROWS ST,37.726516597630564,-122.41407204924414
224796,2019/05/22 04:38:00 AM,"Vehicle, Stolen, Auto",Presidio Heights,CALIFORNIA ST \ PRESIDIO AVE,37.78726185246508,-122.44679278091652
224800,2019/05/18 10:30:00 AM,"Vehicle, Stolen & Recovered",Lone Mountain/USF,TEMESCAL TER \ TURK BLVD,37.77793965116621,-122.45243111332891
224901,2019/05/21 02:15:00 PM,"Vehicle, Stolen, Motorcycle",Outer Mission,BOSWORTH ST \ MISSION ST \ MURRAY ST,37.73367501603134,-122.42639116629013
224909,2019/05/22 09:45:00 AM,"Vehicle, Stolen, Truck",West of Twin Peaks,VICENTE ST \ WEST PORTAL AVE,37.73972349862644,-122.46699101513857
224912,2019/05/21 11:00:00 PM,"Vehicle, Stolen, Auto",Bernal Heights,GATES ST \ CORTLAND AVE,37.73893042324208,-122.41393770954934
224913,2019/05/22 04:30:00 AM,"Vehicle, Stolen, Motorcycle",Bayview Hunters Point,QUESADA AVE \ PHELPS ST,37.735484408733925,-122.395231226933
224963,2019/05/21 05:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,CONNECTICUT ST \ CESAR CHAVEZ ST,37.749745598996185,-122.39627354527164
224982,2019/05/20 08:00:00 PM,"Vehicle, Stolen, Motorcycle",Nob Hill,GOLDEN CT \ SACRAMENTO ST,37.7921852429135,-122.41552640250956
225048,2019/05/19 10:00:00 AM,"Vehicle, Stolen, Truck",Outer Mission,BOSWORTH ST \ MISSION ST \ MURRAY ST,37.73367501603134,-122.42639116629013
225074,2019/05/22 03:40:00 PM,"Vehicle, Stolen, Attempted",South of Market,JESSIE EAST ST \ MISSION ST,37.784006612420036,-122.40486479517745
225128,2019/05/16 08:00:00 PM,"Vehicle, Stolen, Auto",Nob Hill,SUTTER ST \ POWELL ST,37.789225613672606,-122.40859504581258
225151,2019/05/22 08:30:00 PM,"Vehicle, Stolen, Truck",West of Twin Peaks,18TH AVE \ VICENTE ST,37.73937137119882,-122.47436458651232
225172,2019/05/20 02:35:00 PM,"Vehicle, Stolen, Motorcycle",Mission,MARKET ST \ BUCHANAN ST \ DUBOCE AVE,37.769602596398464,-122.42630943930544
225184,2019/05/16 08:00:00 AM,"Vehicle, Stolen, Auto",Western Addition,EDDY ST \ WEBSTER ST,37.781645583405364,-122.4306092003424
225248,2019/05/16 07:00:00 PM,"Vehicle, Stolen, Auto",Portola,HAMILTON ST \ WOOLSEY ST,37.723688006752475,-122.40852869753628
225249,2019/05/21 10:00:00 PM,"Vehicle, Stolen, Auto",Portola,SAN BRUNO AVE \ WOOLSEY ST,37.72523511065475,-122.40260041241012
225305,2019/05/23 12:00:00 AM,"Vehicle, Stolen, Auto",Outer Richmond,ANZA ST \ 17TH AVE,37.77855383987646,-122.47602527941721
225316,2019/05/22 10:20:00 PM,"Vehicle, Stolen, Truck",Sunset/Parkside,43RD AVE \ RIVERA ST,37.74564495328354,-122.50166937454763
225321,2019/05/22 11:00:00 PM,"Vehicle, Stolen, Auto",Bernal Heights,FOLSOM ST \ ALEMANY BLVD,37.7332783799534,-122.41382404252863
225370,2019/05/22 03:00:00 PM,"Vehicle, Stolen, Motorcycle",Mission,21ST ST \ YORK ST,37.757651116088745,-122.40865127398199
225372,2019/05/22 07:00:00 PM,"Vehicle, Stolen, Auto",Mission,18TH ST \ HARRISON ST,37.762229213039454,-122.41284380243223
225383,2019/05/23 06:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,RANKIN ST \ INNES AVE,37.74265137802863,-122.3945891729007
225413,2019/05/22 09:30:00 PM,"Vehicle, Stolen, Auto",Potrero Hill,19TH ST \ CAROLINA ST,37.76106795303188,-122.40026659902719
225432,2019/05/23 02:48:00 PM,"Vehicle, Stolen, Mobile Home or House Trailer",Bayview Hunters Point,GILMAN AVE \ ARELIOUS WALKER DR,37.717178947506795,-122.38626501459228
